,job_satisfaction,is_male,age,ten,fulltime,training,survey,talks,goals,trust_time,wages_above_avg,tarif,prp,prp_team
4118,6.0,0.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4119,5.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4120,6.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4121,5.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4122,5.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4123,5.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4124,7.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4125,4.0,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4126,5.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4127,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4128,5.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4129,5.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4130,5.0,0.0,52.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4131,3.0,0.0,57.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4132,6.0,0.0,42.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4133,5.0,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4134,6.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4135,5.0,0.0,47.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4136,5.0,0.0,19.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4137,3.0,0.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4138,6.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4139,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4140,3.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4141,6.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4142,5.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4143,6.0,0.0,42.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4144,4.0,0.0,42.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4145,6.0,0.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4146,3.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4147,5.0,0.0,32.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4148,5.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4149,5.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4150,3.0,1.0,32.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4151,6.0,1.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4152,6.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4153,6.0,1.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4154,5.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4155,5.0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4156,7.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4157,5.0,0.0,42.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4158,6.0,0.0,57.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4159,6.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4160,5.0,1.0,47.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4161,5.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4162,2.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4163,4.0,1.0,47.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4164,4.0,0.0,47.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4165,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4166,5.0,0.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4167,6.0,0.0,37.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4168,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4169,5.0,1.0,32.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4170,5.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4171,4.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4172,5.0,0.0,37.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4173,6.0,0.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4174,5.0,0.0,42.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4175,5.0,0.0,42.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4176,2.0,0.0,37.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4177,5.0,1.0,47.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4178,5.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4179,5.0,0.0,47.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4180,3.0,0.0,27.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4181,3.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4182,3.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4183,6.0,0.0,,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4184,6.0,0.0,52.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4185,6.0,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4186,5.0,0.0,52.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4187,6.0,0.0,32.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4188,4.0,0.0,52.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4189,5.0,1.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4190,6.0,0.0,42.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4191,5.0,0.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4192,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4193,7.0,1.0,19.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4194,3.0,1.0,42.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4195,6.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4196,3.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4197,5.0,1.0,52.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4198,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4199,3.0,1.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4200,3.0,1.0,57.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4201,6.0,1.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4202,6.0,1.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4203,6.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4204,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4205,6.0,0.0,42.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4206,5.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4207,3.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4208,3.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4209,6.0,1.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4210,6.0,0.0,47.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4211,2.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4212,6.0,0.0,37.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4213,5.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4214,5.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4215,6.0,0.0,42.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4216,5.0,0.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4217,5.0,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4218,5.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4219,5.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4220,6.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4221,5.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4222,5.0,1.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4223,6.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4224,6.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4225,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4226,4.0,0.0,42.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4227,5.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4228,5.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4229,4.0,1.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4230,5.0,1.0,57.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4231,5.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4232,4.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4233,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4234,6.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4235,4.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4236,6.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4237,7.0,0.0,42.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4238,5.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4239,6.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4240,5.0,0.0,57.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4241,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4242,5.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4243,5.0,1.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4244,5.0,0.0,52.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4245,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4246,4.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4247,7.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4248,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4249,5.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4250,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4251,5.0,0.0,27.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4252,4.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4253,6.0,0.0,19.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4254,6.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4255,4.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4256,6.0,1.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4257,6.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4258,6.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4259,6.0,0.0,52.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4260,6.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4261,5.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4262,6.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4263,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4264,6.0,0.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4265,5.0,1.0,47.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4266,4.0,1.0,32.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4267,6.0,0.0,52.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4268,1.0,1.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4269,6.0,0.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4270,6.0,1.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4271,3.0,0.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4272,5.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4273,5.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4274,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4275,5.0,1.0,47.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4276,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4277,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4278,5.0,0.0,47.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4279,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4280,5.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4281,5.0,0.0,37.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4282,6.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4283,5.0,1.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4284,6.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4285,3.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4286,2.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4287,4.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4288,3.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4289,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4290,6.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4291,6.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4292,5.0,0.0,47.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4293,5.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4294,5.0,0.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4295,4.0,0.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4296,6.0,0.0,32.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4297,5.0,0.0,22.0,3.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4298,6.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4299,6.0,1.0,37.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4300,3.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4301,3.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4302,3.0,0.0,37.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4303,4.0,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4304,5.0,0.0,47.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4305,6.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4306,6.0,1.0,52.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4307,7.0,0.0,57.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4308,5.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4309,4.0,0.0,32.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4310,4.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4311,5.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4312,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4313,4.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4314,5.0,0.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4315,6.0,1.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4316,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4317,6.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4318,5.0,0.0,37.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4319,5.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4320,5.0,0.0,,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4321,6.0,0.0,32.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4322,6.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4323,5.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4324,6.0,0.0,37.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4325,6.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4326,3.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4327,5.0,1.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4328,7.0,,57.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4329,5.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4330,5.0,0.0,42.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4331,6.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4332,4.0,,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4333,2.0,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4334,5.0,0.0,19.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4335,7.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4336,6.0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4337,5.0,1.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4338,5.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4339,5.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4340,5.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4341,6.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4342,6.0,0.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4343,6.0,0.0,42.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4344,5.0,0.0,47.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4345,6.0,0.0,57.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4346,5.0,0.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4347,6.0,1.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4348,3.0,0.0,42.0,18.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4349,5.0,1.0,42.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4350,6.0,0.0,37.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4351,6.0,0.0,42.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4352,6.0,0.0,42.0,21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4353,6.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
